"x","y","LOC1a","LOC1b","LOC2a","LOC2b","LOC3a","LOC3b","LOC4a","LOC4b","LOC5a","LOC5b","LOC6a","LOC6b","LOC7a","LOC7b","LOC8a","LOC8b","LOC9a","LOC9b","LOC10a","LOC10b","LOC11a","LOC11b","LOC12a","LOC12b","LOC13a","LOC13b","LOC14a","LOC14b","LOC15a","LOC15b"
67,92,108,112,204,207,309,311,406,408,513,513,601,602,702,706,801,811,906,906,1001,1007,1104,1107,1201,1205,1301,1312,1407,1407,1515,1515
87,68,103,113,204,207,311,311,406,408,513,513,602,685,702,704,805,813,906,906,1004,1013,1104,1107,1201,1214,1302,1315,1407,1408,1502,1512
83,75,114,114,207,275,311,311,408,408,511,513,607,607,711,713,801,805,906,906,1004,1006,1102,1112,1206,1214,1302,1310,1410,1410,1512,1512
71,96,108,114,204,206,309,311,401,408,505,513,602,611,706,706,801,801,903,906,1005,1013,1105,1112,1209,1214,1302,1302,1401,1401,1502,1515
80,84,102,113,204,206,311,311,401,408,513,513,602,685,711,711,801,815,903,992,1004,1015,1104,1105,1201,1214,1302,1302,1401,1401,1509,1512
75,81,102,103,204,206,311,311,405,410,513,513,609,611,702,706,801,805,906,906,1015,1015,1102,1105,1205,1209,1302,1315,1401,1407,1502,1579
93,68,103,113,206,207,311,311,401,405,513,513,602,607,702,713,801,801,906,906,1004,1007,1104,1112,1209,1209,1302,1310,1407,1410,1515,1579
87,68,112,112,204,204,311,311,406,410,511,513,601,611,706,706,811,811,909,915,1004,1005,1105,1107,1206,1214,1302,1315,1407,1407,1502,1504
80,83,103,114,204,206,304,309,408,408,511,512,602,609,702,702,801,804,906,909,1015,1015,1104,1107,1201,1209,1302,1302,1401,1410,1509,1512
77,84,102,113,212,212,304,311,401,406,513,513,602,685,702,706,801,805,906,906,1007,1015,1104,1105,1201,1209,1301,1302,1401,1410,1502,1507
84,82,108,114,275,275,304,311,406,408,511,512,602,611,706,711,811,815,906,906,1004,1004,1104,1105,1201,1209,1301,1302,1401,1401,1502,1509
88,79,108,108,204,275,311,311,405,408,513,513,602,610,706,706,805,819,906,906,1004,1005,1101,1112,1214,1214,1302,1310,1401,1401,1512,1579
92,70,108,113,206,206,311,311,408,408,513,513,602,610,706,713,801,819,906,906,1007,1007,1104,1105,1203,1209,1302,1310,1401,1401,1512,1515
90,68,103,114,204,204,311,311,401,401,513,513,602,607,706,713,801,808,903,906,1015,1015,1101,1105,1209,1214,1302,1310,1401,1410,1504,1512
83,90,108,114,206,207,309,311,408,410,513,513,602,685,704,704,805,815,906,906,1007,1007,1104,1107,1201,1201,1302,1302,1407,1408,1507,1579
70,81,108,113,204,275,311,311,401,408,505,505,685,685,706,706,801,801,906,915,1001,1015,1104,1112,1201,1206,1302,1302,1401,1401,1502,1512
67,80,108,113,205,207,304,309,401,408,511,511,685,685,704,704,804,811,903,906,1007,1013,1107,1112,1201,1214,1301,1312,1401,1407,1502,1579
88,81,108,114,204,206,311,311,406,410,511,513,602,602,702,704,801,813,906,906,1007,1007,1104,1107,1214,1214,1302,1302,1407,1410,1507,1579
72,83,113,114,206,206,311,311,405,408,511,513,602,602,702,713,801,805,906,906,1005,1007,1105,1107,1201,1209,1310,1315,1401,1402,1502,1515
