"x","y","LOC1a","LOC1b","LOC2a","LOC2b","LOC3a","LOC3b","LOC4a","LOC4b","LOC5a","LOC5b","LOC6a","LOC6b","LOC7a","LOC7b","LOC8a","LOC8b","LOC9a","LOC9b","LOC10a","LOC10b","LOC11a","LOC11b","LOC12a","LOC12b","LOC13a","LOC13b","LOC14a","LOC14b","LOC15a","LOC15b"
98,73,108,108,204,209,311,311,407,409,505,505,609,614,710,710,811,817,908,908,1003,1006,1106,1107,1207,1215,1311,1311,1406,1406,1511,1512
83,74,107,107,207,207,311,311,407,407,506,515,609,613,710,710,817,849,905,905,1004,1010,1104,1107,1203,1207,1311,1312,1406,1406,1511,1511
67,95,108,108,204,207,303,311,407,409,506,506,609,613,712,712,804,808,905,908,1006,1010,1107,1107,1213,1215,1310,1311,1405,1446,1508,1508
85,94,108,113,204,209,311,311,407,407,505,505,607,614,707,710,804,807,906,908,1010,1010,1107,1107,1207,1213,1312,1312,1403,1406,1501,1511
67,75,108,108,209,209,303,311,404,409,505,505,613,613,710,710,804,804,905,908,1010,1010,1106,1107,1207,1207,1310,1312,1406,1446,1511,1512
82,88,108,168,204,207,311,311,409,409,505,506,609,614,710,775,806,810,905,908,1004,1006,1104,1107,1203,1203,1308,1312,1405,1405,1511,1513
87,77,108,113,204,207,305,311,407,409,505,505,607,613,710,710,806,806,905,905,1004,1004,1106,1107,1210,1213,1311,1311,1403,1405,1501,1509
76,80,107,108,207,209,311,311,407,407,505,505,609,614,710,710,804,807,905,908,1004,1006,1107,1107,1203,1215,1312,1312,1406,1407,1508,1511
85,79,108,108,204,204,305,311,407,409,505,506,602,613,710,710,807,812,905,908,1006,1010,1107,1107,1207,1207,1310,1311,1405,1446,1511,1511
79,85,108,113,209,209,305,305,402,402,505,505,604,613,710,710,804,806,902,905,1004,1004,1107,1107,1203,1207,1312,1312,1405,1406,1511,1511
71,96,108,108,204,209,310,311,407,407,505,506,609,609,710,715,810,817,905,908,1006,1010,1106,1109,1213,1213,1311,1311,1405,1406,1501,1511
90,88,108,108,207,207,311,311,402,407,505,506,609,609,707,710,804,817,908,909,1003,1004,1107,1107,1207,1210,1308,1312,1406,1446,1508,1512
82,72,108,108,209,209,310,311,407,409,505,506,607,607,707,714,806,807,908,908,1006,1006,1107,1107,1207,1213,1311,1312,1407,1407,1501,1512
76,75,108,108,204,204,305,311,407,407,505,506,613,614,709,710,806,807,902,905,1006,1010,1106,1109,1207,1210,1311,1311,1403,1406,1511,1512
70,73,108,113,207,209,311,311,407,409,505,506,613,613,707,715,804,810,908,908,1006,1006,1106,1107,1210,1215,1311,1312,1403,1446,1501,1511
67,86,107,168,204,207,311,311,409,409,506,506,609,609,710,775,806,810,909,909,1004,1004,1107,1109,1203,1203,1308,1312,1405,1406,1511,1513
94,98,107,113,204,209,310,311,407,409,505,506,607,613,707,712,806,806,905,905,1004,1010,1104,1106,1207,1213,1378,1378,1405,1446,1501,1571
95,84,107,107,204,207,311,311,404,409,506,506,607,614,707,710,810,812,905,908,1004,1004,1107,1107,1207,1207,1311,1378,1405,1406,1501,1501
76,75,108,108,204,207,310,311,407,409,505,505,607,613,710,710,807,808,905,908,1006,1006,1107,1107,1213,1213,1311,1312,1406,1446,1501,1512
