"x","y","LOC1a","LOC1b","LOC2a","LOC2b","LOC3a","LOC3b","LOC4a","LOC4b","LOC5a","LOC5b","LOC6a","LOC6b","LOC7a","LOC7b","LOC8a","LOC8b","LOC9a","LOC9b","LOC10a","LOC10b","LOC11a","LOC11b","LOC12a","LOC12b","LOC13a","LOC13b","LOC14a","LOC14b","LOC15a","LOC15b"
71,81,104,113,201,212,301,301,413,413,501,506,609,614,701,705,802,812,901,906,1001,1001,1103,1110,1210,1214,1313,1313,1415,1415,1512,1515
83,71,111,114,201,209,301,315,408,413,501,505,609,614,705,715,802,812,901,901,1001,1010,1103,1110,1210,1210,1304,1313,1412,1412,1506,1507
91,96,109,113,201,201,301,315,413,413,501,514,607,609,715,715,802,804,901,906,1001,1001,1103,1110,1213,1215,1313,1313,1401,1412,1512,1512
93,70,111,188,201,201,301,315,408,413,501,505,614,614,715,715,801,804,901,904,1001,1010,1108,1110,1210,1213,1302,1304,1412,1412,1507,1515
97,84,109,111,201,212,306,315,408,413,513,514,614,614,705,709,801,802,901,901,1001,1015,1105,1108,1210,1213,1304,1313,1412,1415,1512,1515
88,75,104,113,205,212,301,301,408,413,501,506,608,614,715,715,802,802,901,901,1001,1010,1108,1110,1201,1215,1302,1304,1415,1415,1506,1515
69,80,111,113,201,209,312,315,413,413,501,505,607,609,715,715,802,804,901,901,1001,1001,1103,1114,1210,1210,1302,1304,1401,1415,1506,1507
80,72,108,113,205,209,301,301,411,413,501,506,613,647,715,715,802,802,901,904,1001,1001,1108,1108,1210,1214,1303,1313,1414,1415,1507,1512
92,94,108,113,201,201,301,301,413,413,506,514,608,614,701,715,801,802,901,901,1001,1001,1103,1106,1215,1215,1304,1306,1412,1415,1507,1512
95,82,104,108,201,204,306,315,413,413,501,514,604,607,709,715,801,802,901,901,1001,1003,1105,1108,1210,1213,1304,1313,1407,1415,1507,1515
80,71,109,188,209,209,301,301,407,413,501,506,614,615,715,715,802,804,906,951,1010,1010,1103,1105,1210,1213,1304,1313,1407,1415,1506,1515
88,96,108,109,205,205,301,306,408,408,506,506,608,609,715,715,802,802,901,904,1001,1001,1103,1110,1214,1215,1304,1306,1401,1401,1512,1512
96,70,104,111,201,205,301,303,408,408,501,506,609,615,715,715,804,804,901,906,1001,1003,1105,1110,1210,1210,1304,1313,1412,1415,1507,1512
93,73,109,113,201,205,301,301,413,413,501,506,608,615,712,715,802,804,904,906,1001,1001,1106,1110,1210,1210,1303,1304,1412,1412,1512,1515
97,77,111,111,205,212,301,315,408,413,501,506,615,647,715,715,801,801,901,904,1001,1001,1103,1103,1201,1215,1304,1313,1401,1415,1506,1512
68,83,108,113,201,212,301,315,408,408,501,505,607,614,709,715,802,807,904,906,1001,1001,1108,1110,1213,1213,1302,1304,1401,1412,1507,1515
98,68,104,113,205,212,301,303,408,413,501,501,604,614,701,715,804,804,901,906,1001,1001,1105,1108,1214,1215,1304,1304,1412,1412,1507,1515
80,90,111,113,201,212,315,315,408,413,501,506,609,614,701,715,802,804,906,906,1001,1001,1103,1108,1210,1215,1304,1304,1401,1415,1512,1515
94,88,104,111,201,205,301,315,408,408,501,501,604,615,715,753,802,804,901,906,1001,1001,1108,1110,1210,1214,1304,1313,1412,1415,1507,1507
